frase;label
Quero só fazer um alerta à população: quem realmente defende a mulher não aceita navio iraniano de guerra e também condena a ditadura de Ortega, que expulsa as freiras do território nicaraguense.;0
Adotei um cachorro recentemente, e ele já se tornou parte da família.;0
O Deputado Oliveira tem mostrado pouco interesse em ouvir sua base eleitoral.;0
 Cabe destacar que essa mesma empresa cortou cerca de 36% de seus funcionários nos últimos quatro anos, embora tivesse registrado um aumento de 7% na sua clientela somente na capital paulista no período. Uma clara negligência na prestação do serviço. ;0
Israel é tão bondoso e tão piedoso que avisa os locais que vai bombardear, manda um SMS.;0
Sua opinião sobre o tema é bem interessante, nunca tinha pensado assim.;0
 Eu estava agora com a Relatora do projeto e fui informado que a alíquota inicial era bem menor que essa, era de 3% ou 5%, e 10% foi a construção feita através de um acordo. ;0
Surdozinho, ele não pode fazer isso.;1
Essa negrinha é tão exótica.;1
Lésbicas são masculinizadinhas.;1
 O temporal também deixou mais de 2 milhões de moradores da cidade de São Paulo sem energia elétrica por um longo período. Sabemos que eventos climáticos extremos podem causar danos à rede de fornecimento, porém a falta de preparo para solucionar a questão enseja críticas. ;0
Parece que estamos o quê? O Bolsonaro é Presidente? Isso é saudade do Bolsonaro?;0
O Deputado Costa precisa reconsiderar sua posição sobre a educação, não está alinhado com as demandas atuais.;0
Você tem uma presença tão forte, é cativante!;0
Concordo com a justiça social em muitos aspectos, mas também valorizo a responsabilidade individual.;0
Negros são sempre tão dramáticos.;1
Foi reduzido, de 6 meses para 2 meses, o tempo de treinamento dos maquinistas e dos funcionários.;0
Estou aprendendo a cozinhar pratos da culinária japonesa, é muito divertido.;0
 Tenho dito, desde o primeiro dia, que estamos em um regime, não é mais um governo, às margens de uma ditadura. ;0
Sr. Presidente, ontem, ganhou narrativas nas redes sociais e várias matérias na imprensa o discurso do Deputado Nikolas Ferreira.;0
As criancinhas negras são tão bonitinhas.;1
Adoro como você explica as coisas claramente, ajuda muito!;0
Enquanto estamos defendendo a verdade aqui, meus senhores, não estamos prestando contas para Presidente da Câmara, não estamos prestando contas para nosso pai ou para nossa mãe, nós estamos prestando contas para Deus!;0
O problema é muito grave. Nós temos hoje mais de 200 mil pessoas em situação de rua no Brasil, sendo 53 mil só na cidade de São Paulo, a cidade mais rica do País.;0
Hoje o tempo está agradável, perfeito para um passeio no parque.;0
Uma mulherzinha não pode fazer esse trabalho.;1
Então, saiba que a CPMI hoje ganhou muita força, inclusive com mais assinaturas no requerimento de instalação, porque eu tenho certeza de que não é uma ânsia somente de nós Deputados saber a verdade, é uma ânsia da população brasileira também saber a verdade.;0
Pediu a condenação de quem? De assessor de Deputado que foi pego com dinheiro na cueca? Não.;0
Negros e política não se misturam.;1
 Eis a foto dela. ;0
Ela é bonita para uma menina negra.;1
 Era o que eu tinha a dizer! ;0
Vamos! Porque nós sabemos que eles não representam a vontade da maioria das pessoas.;0
Deputado Costa, suas políticas parecem favorecer grandes corporações em detrimento do pequeno empresário.;0
Isso não é normal.;1
O forró traz uma energia vibrante que une as pessoas.;0
"Agora, uma notícia de hoje: ""Lula sanciona projeto que autoriza piso de gastos com saúde menor em 2023"".";0
Você não pode ser gay, você tem filhos.;1
 Então, eu presto a minha solidariedade à família, aos amigos que precisaram se reunir, se organizar, para levar o corpo dessa jovem para o seu Estado, porque a empresa nem sequer se deu ao trabalho de tentar ajudar. Depois, houve outros episódios também relacionados a queimaduras. ;0
Houve matéria na imprensa, dizendo que eu era contra as mulheres, aquele negócio todo.;0
Você tem uma maneira de tornar cada foto única, isso é talento!;0
Seu cuidado com as questões políticas é admirável, mas como isso se traduz em termos de liberdade de mercado?;0
Israel é o único país do mundo de que se tem notícia que avisa o local e a hora que vai bombardear.;0
Uma crítica a toda essa questão de mulheres competindo com homens e todo tipo de bizarrice, que não dura 1 minuto de discussão numa universidade, aqui, no Brasil, ganhou corpo.;0
Você não é preta é noreninha;1
 A prisão preventiva é uma medida cautelar extrema, que só deve ser decretada em casos excepcionais, quando houver indícios de autoria e materialidade crime, e quando houver risco de fuga, de atrapalhar as investigações ou de reiteração delitiva. ;0
Economia solidária é uma ideia interessante, mas como isso se sustenta no mercado global competitivo?;0
Admiro a forma como você se apresenta com tanta confiança e força.;0
Para combater o crime organizado na Bahia, o Estado mais violento em números absolutos, ele nada faz.;0
Sr. Presidente, temos que conferir para ter certeza de que não é fake news.;0
Ele é tão pobre que nunca vai chegar a lugar algum.;1
Ele não age como um negro típico.;1
" No fim, quando eu saí do velório, a filha do Cleriston me disse: ""Olha, só faça uma coisa, não deixe que a morte do meu pai seja em vão!"" Eu estou tratando o caso do Cleriston como se fosse o caso do meu pai. Eu estou tratando o caso do Cleriston como se fosse o caso de um irmão, como se fosse o caso de um tio, porque eu sei o que é experimentar a dor pela morte de alguém que amamos. ";0
Não estou convencido(a) por esse argumento, mas estou disposto(a) a ouvir mais.;0
Digo isso porque o pau que dá em Chico tem que dar em Francisco também, ora bolas!;0
Em 2005, após rejeitar esta tentativa unilateral de Israel, prezado Pastor Marcos Feliciano, de se alcançar a paz na região, começaram uma onda de homem-bomba, que matou mais de mil israelenses nessa primeira década dos anos 2000.;0
Nós queremos ver atitude. Eu quero ver se o Brasil, que agora comanda o Conselho de Segurança da ONU, que chamou uma reunião de emergência, vai propor resoluções para sancionar o Hamas ou para sancionar qualquer tipo de grupo terrorista, seja Jihad Islâmica ou Hezbollah, que estava tentando puxar para essa guerra.;0
 Está aí o Luís, Secretário-Geral da Mesa, que acompanhou pari passu esse processo, junto com o Presidente Arthur Lira. ;0
Bissexuais são só indecisosinhos.;1
Para vocês que talvez estejam um pouco desanimados porque Bolsonaro perdeu as eleições falo uma coisa: não desistam.;0
Você é muito velho para entender isso.;1
A luta por direitos iguais é importante, mas devemos equilibrar com a liberdade individual e econômica.;0
Estou pensando em redecorar minha sala, talvez um estilo mais moderno.;0
Eu confesso que senti um gostinho bom, Deputado Filipe Barros, ao ver as imagens hoje do Planalto.;0
Você sempre traz uma perspectiva nova e profunda sobre políticas públicas, obrigado por isso.;0
Sua análise sobre as políticas de saúde é profunda, mas acredito que devemos considerar a eficiência do setor privado também.;0
Mais do que isso, é um dia histórico porque, dentro do Programa de Aquisição de Alimentos, nós aprovamos hoje uma política pública de cozinhas solidárias.;0
Seu compromisso com a luta antirracista é essencial, precisamos de mais vozes como a sua.;0
Não à toa, quando Lula ganhou, onde houve comemoração? Nas igrejas é que não houve! Houve comemoração nos presídios.;0
Estou impressionado com a qualidade desse conteúdo, excelente trabalho!;0
Eu pergunto a você que é Prefeito e está me ouvindo: você está feliz?;0
Mentira. Israel já tentou por cinco vezes, com generosas ofertas de terra, criar a solução pacífica dos dois Estados.;0
Ele é um negrinho tão esforçado.;1
Adoro como essa foto mostra a sua essência de uma maneira tão bonita.;0
Ora, o PT tem conexão total com o Hamas. O Hamas parabenizou a eleição do Lula.;1
As pessoas estão lá simplesmente sem ter o devido processo legal.;0
Ser gay é só uma fase.;1
Opa, alguma coisa está errada aí! Se você tem o vídeo para poder mostrar, mostre.;0
Você prometeu rios, rios e rios de assistência social e aumentou em 18 reais o salário mínimo.;0
No próximo mês vou participar de uma corrida de 5km, estou me preparando para isso.;0
Você está conquistando tanto através do exercício, é mais do que apenas estética.;0
Eu gostaria de perguntar ao Ministro da Justiça qual é o projeto que ele fez até hoje, depois de quase 11 meses de Governo, para combater o crime organizado no nosso País.;0
Nós precisamos, sim, ter o fim das saidinhas, matéria que está no Senado.;0
Então, eu fiz um requerimento, juntamente com o Senador Cleitinho, solicitando à Dra. Leila que seja possível colher os depoimentos das pessoas que estão lá.;0
Negros são sempre os primeiros a causar problemas.;1
Seu foco nos direitos humanos é louvável, mas como isso se encaixa com a soberania nacional?;0
A galera que administrava esse dinheiro, desses benefícios dos trabalhadores dos Correios, da Caixa, etc., chegou a comprar papel da Venezuela.;0
Repito: muitas tragédias, antes de acontecerem, já foram avisos não escutados.;0
 O Senhor Cleriston estava preso de forma preventiva, o que torna ainda mais cruel a sua morte. ;0
Lamento, mas o brasileiro vai pagar a conta de quem fez o L nas eleições.;0
O que importa é que o preço da gasolina subiu.;0
A transformação não é só física, mas também na sua confiança, incrível ver isso!;0
Não quero um mulher trans no banheiro das mulheres;1
Deputado Costa, é hora de ser mais proativo na reforma da segurança pública.;0
Amei a foto! Você sempre captura momentos incríveis.;0
Qual é o recado que o PCdoB e o PT querem passar para o mundo?;0
 Venho a esta tribuna hoje, Presidente, primeiro, para prestar a minha solidariedade à família da jovem Ana Benevides, que morreu no último fim de semana, vítima não apenas da crise climática, mas também da negligência de uma empresa que lucra milhões, bilhões para desenvolver festivais e shows artísticos e colocou o lucro acima da vida. ;0
Você não é como os outros pretos.;1
Além de preto é viado;1
Ele é tão retardado.;1
Minha banda favorita vai lançar um novo álbum em breve, estou muito animado!;0
Essa generalização pode ser perigosa. Devemos considerar cada caso individualmente.;0
 E o que é o devido processo legal? É o emaranhado de obstáculos ao Estado de garantias que dão a possibilidade da ampla defesa e do contraditório, entre outras garantias tantas, para que as pessoas possam mitigar essa avassaladora força do Estado persecutório, da invencível força da ação penal. ;0
 Muitas vezes, é o diagnóstico que faz com que a pessoa possa se entender de forma mais completa e mais profunda e, inclusive, serenar-se acerca de uma série de atitudes que ela não consegue entender. Portanto, acho que é extremamente meritório o projeto para fazer esse tipo de estimulação, de conscientização e de sensibilização, para fazer essa investigação em pessoas adultas e em pessoas idosas também do Transtorno do Espectro Autista. ;0
Que genocídio é esse, se Israel fornece água e luz para a Faixa de Gaza, se os moradores da Faixa de Gaza preferem trabalhar em Israel e retornar para a Faixa de Gaza?;0
A cultura negra tem uma influência rica e diversa na nossa sociedade.;0
O Deputado Costa precisa ser mais firme na defesa dos direitos dos consumidores.;0
Às vezes, até condenam aqui o Hamas, porque, se não, fica muito feio não condenar o Hamas, pega muito mal.;0
De um lado, foi muito gratificante poder acompanhar a inauguração de várias cozinhas pelo Brasil e ver as pessoas poderem matar sua fome pelo trabalho coletivo, pela organização coletiva.;0
Seu cabelo crespo é um símbolo de orgulho e identidade cultural.;0
Presidente, o Deputado Mauro Benevides disse que o Bolsonaro saiu e deixou 53 bilhões de reais em caixa.;0
Por outro lado, sempre foi muito triste ver as filas se formarem diante das cozinhas.;0
Estou planejando uma maratona de filmes clássicos neste fim de semana.;0
Para concluir, Sr. Presidente, peço a V.Exa. apenas mais 30 segundos.;0
 Eu raramente faço isto aqui: peço às devidas autoridades que tomem uma providência. Mas eu faço isso aqui não como político, mas como uma pessoa que tem o mínimo de empatia com uma família. Espero que tanto o Presidente desta Casa quanto o Senador Rodrigo Pacheco, que é do meu Estado, e os demais juízes do STF tomem uma posição a respeito do Ministro Alexandre de Moraes! Toda medida que esse homem toma tem gerado inconsistência, tem gerado desequilíbrio no País. Ele foi avisado há 2 meses, com o parecer favorável da PGR, de que o Cleriston deveria ser solto. O Ministro simplesmente não fez justiça, e justiça fora de tempo é injustiça. Agora já não há mais como reverter a morte do Cleriston. ;0
O ativismo pelos direitos dos trabalhadores é valioso, mas como isso impacta a flexibilidade do mercado de trabalho?;0
Quando que Israel vai matar milhões? Em que País o Lula vive?;0
Esses imigrantes são sujos.;1
"Isso parece um homem que diz: ""Não, eu não traí minha mulher, não. Eu não a traí, não. Eu tenho aqui imagens para provar, mas eu não vou mostrar, não. Eu não quero mostrar, não.""";0
A Deputada Mendes precisa ser mais ativa na luta contra a corrupção.;0
Igualdade de gênero é fundamental, mas como isso se alinha com a liberdade de escolha no mercado de trabalho?;0
"Eu acredito que, independentemente do que a Deputada que me antecedeu aqui disse — ""Ah, fez discurso para lacrar!"" —, que seja, isso é problema dele e do eleitorado dele.";0
Por quê? Porque não aguentou, arregou.;0
Você tem um sorriso tão radiante, ilumina a foto!;0
Adoro como essa foto capta a sua autenticidade.;0
Então, Presidente, alguém está fazendo fake news.;0
Transexuais são só confusinhos.;1
Ceguinho assim, como vai trabalhar?;1
 Via de regra, quanto ao Transtorno do Espectro Autista, há uma preocupação de estabelecer o diagnóstico precoce em crianças. ;0
Só que no momento seguinte falam que Israel está cometendo genocídio.;0
Paradas do orgulho gay são eventos alegres que celebram a diversidade.;0
 Foi incluído na pauta. Nenhum projeto cai de paraquedas na pauta. Foi incluído por um entendimento de que houve erro na demora da designação, considerando a simplicidade do projeto e que o relatório mantém o texto original. ;0
 Neste caso, foi estabelecida pelo Presidente Arthur Lira uma exceção, em razão de um erro, um erro que ocorreu na demora da designação do Relator. ;0
E é nesse sentido que eu faço um apelo.;0
No ano que vem, vai ser pior ainda.;0
É tanta coisa, que nós precisaríamos de uma lista para enumerar tudo!;0
A música negra influenciou muitos gêneros musicais populares hoje.;0
O forró é mais do que um estilo musical, é uma expressão de identidade.;0
Não dá para levar a sério alguém com doença mental.;1
Deputada Barbosa, sua visão sobre a reforma tributária não contempla a realidade das pequenas empresas.;0
Não se trata de questão ideológica, mas de questão de humanidade, de empatia, de solidariedade.;0
Cada corpo é único, e o mais importante é se sentir saudável e feliz, como você claramente está.;0
Essa foto tem uma vibe tão artística, adoro o seu senso estético.;0
Quero dizer que eu já fui vítima também de um caso semelhante.;0
Essa foto capta perfeitamente sua essência e charme.;0
Quem é Presidente agora é o Lula, que é um bandido, um ladrão, e ele está fazendo de tudo para que os atos do dia 8 de janeiro não sejam esclarecidos.;1
É incrível como a atividade física melhora nossa saúde, você é uma prova viva disso!;0
 O Ministro Alexandre de Moraes não pode continuar a ser o verdugo de centenas de pessoas que não possuem sequer uma anotação penal anterior. Ao definir que essas pessoas, falsamente acusadas de terrorismo, não possuem o direito à presunção de inocência, o ministro age de forma contrária à própria Constituição e precisa ser parado, antes que novas tragédias ocorram, antes que novos cadáveres surjam. ;0
O Deputado Oliveira tem sido inconsistente em suas posições políticas.;0
Afinal de contas, por mais que não atuem armados aqui, os Deputados que possuem porte de arma fazem parte das instituições de segurança pública deste País.;0
Você conhece algum bom restaurante por aqui? Quero experimentar algo novo.;0
Que genocídio é esse, meu amigo Deputado Helio Lopes, se em 1948 existiam 750 mil palestinos e hoje são 4 milhões e meio?;0
"Olhem a insanidade, Deputado Helio Lopes. O cara não sabe nem fazer conta: ""matar milhões"".";0
Parece-me que é a primeira vez, na história da humanidade, que os acusados, as pessoas que estão presas pedem investigação e os que estão acusando não querem investigação.;0
Você só não encontrou a pessoa certa.;1
Estou pensando em adotar uma dieta vegetariana, você tem alguma dica?;0
Então, esse cara praticamente não fica preso. As raras vezes em que um vagabundo como esse, com aquela ficha criminal de dar a volta no quarteirão, não comete um delito, é justamente no período em que ele está preso.;1
Seu post sobre políticas ambientais é importante, mas deve-se considerar também o impacto na indústria.;0
"Eu vou ler o comentário dele aqui para que não haja dúvidas: ""Isso é marca de merda. Se achou nas calças"" e um emoji de risinho.";0
Pessoas negras não são confiáveis.;1
Sua jornada de fitness é tão inspiradora, mostra que dedicação vale a pena!;0
O contraste do preto com cores vibrantes cria um efeito visual impressionante.;0
Os artesanatos do Nordeste refletem uma rica herança cultural.;0
Lamento isso, porque uma coisa que aprendi aqui em pouco tempo de política — sou novo, tenho que aprender muito com os colegas experientes —, é que palavra, não só na política, mas também na vida, é algo que tem que ser cumprido.;0
Concordo com sua visão sobre a importância da democracia e da participação cívica.;0
A Deputada Lima parece estar negligenciando as questões de infraestrutura rural.;0
Eu acho que os Deputados precisam ter mais clareza sobre o que pode e o que não pode ser feito, em vez de ficar fazendo fake news, Coronel!;0
Pessoas sem educação formal são menos inteligentes.;1
Quem me colocou aqui, quem me enviou para cá é muito maior do que todos vocês!;0
Mulheres negras são agressivas.;1
Uma vez que, infelizmente, estamos vendo a corrupção, a má-fé, a improbidade administrativa serem tratadas com passividade neste Governo.;0
 Então, eu venho aqui manifestar a minha solidariedade, a minha indignação e também comemorar esta importante conquista, a aprovação desse projeto na Comissão de Constituição e Justiça. E que cada vez mais respostas às crises climáticas possam sair desta Casa e dos mandatos parlamentares. ;0
Pessoas dessa religião são atrasadas.;1
Preto de merda;1
Sua expressão nesta foto é tão autêntica, mostra quem você realmente é.;0
"É muito tigrão para ir para cima, por exemplo, do Monark, processando-o por tê-lo chamado de ""gordola"".";0
Adoro a energia que você traz para cada foto.;0
Fale inglês, estamos na América.;1
O Deputado Rocha parece estar mais preocupado com sua imagem do que com políticas efetivas.;0
Vocês conseguem entender a injustiça que se faz com esse povo, que fornece água e luz para os seus inimigos, que não retalia os seus inimigos da mesma maneira que é atacado criminal e violentamente?;0
E por quê? Por conta de um discurso que fiz, em que eu de fato defendi as mulheres.;0
 Não houve abolição neste País. Nós temos, portanto, os pedaços da escravização e os holocaustos, como os navios negreiros e as senzalas, ainda permeando o universo deste País. ;0
O Brasil, ainda mais com este dia histórico de aprovação do PAA e das cozinhas solidárias, aprofundando a política de combate à fome, definitivamente mostra que está tomando outro rumo.;0
A cidade tem 36 bilhões de reais parados em caixa, enquanto a população de rua debaixo de viaduto, jogada na calçada, bate recorde.;0
É mais um passo para dar conforto à vagabundagem, como se não bastassem as filósofas do PT, como a candidata ao Governo do Estado do Rio de Janeiro Márcia Tiburi, que vê lógica no assalto.;1
Eu acho que não vale a pena que o Deputado Márcio Jerry venha aqui a público falar que repudia o Hamas e empregar uma pessoa que faz chacota de uma mulher, que, muito provavelmente, foi assassinada, talvez queimada, igual à outra que eu mostrei num filme na Comissão de Segurança Pública, que foi queimada viva.;0
Ela só conseguiu o emprego porque é nordestina.;1
"Está na Gazeta do Povo: ""Lula sanciona projeto que autoriza o piso de gastos com saúde menor em 2023"".";0
Deputada Souza, sua abordagem na segurança pública não está abordando as causas raízes do problema.;0
Vocês que me assistem, onde é que estão as defensoras da mulher?;0
Eu trago aqui a notícia também que a minha assessoria me trouxe de uma das cenas que mais viralizou: uma mulher, com moletom ainda, sendo sequestrada, uma mulher sendo sequestrada.;0
Aliás, eu levanto algo que aconteceu comigo semana passada.;0
Seu argumento tem pontos válidos, mas acho que há outras variáveis que devem ser consideradas.;0
Um funcionário desta Casa... É o Sr. Sayid Tenório — obrigado, Deputado Luiz Lima. O Sr. Sayid Marcos Tenório tem um salário de 20 mil reais.;0
E o general, Ministro do Lula, estava dentro do Planalto, segundo as imagens que foram divulgadas hoje. Ele não vai ser responsabilizado?;0
Isso é apenas uma escolha de estilo de vida.;1
Seu post sobre diálogo intercultural na política é válido, mas como isso se alinha com valores nacionais tradicionais?;0
Nós não precisamos de mais pessoas de outros países aqui.;1
Esse tutorial foi super fácil de seguir, obrigado!;0
É por isso que, mesmo pisando fora do politicamente correto, a Direita tem as maiores redes sociais e o Jair Bolsonaro foi eleito, porque não têm medo de pisar fora desse politicamente correto.;0
A noite estrelada fica ainda mais bela contra o céu preto.;0
 Em abril, durante o julgamento sobre o recebimento da denúncia contra Cleriston, o seu advogado já alertava que as condições de saúde eram preocupantes, uma vez que poderiam acarretar complicações fatais para o preso. ;0
Celebrar o orgulho gay é um lembrete importante da luta pela igualdade e aceitação.;0
Os muçulmaninhos sempre se isolam.;1
E, chegando lá, o meu apelo é para que os Deputados não condenem o Deputado Nikolas Ferreira pelo seu excelente discurso.;0
Isso é terrorismo! Estamos falando de bebê com a cabeça cortada do resto do corpo.;1
Muito pelo contrário, o Nikolas é uma pessoa da igreja. A igreja aceita todos indistintamente.;0
A Bandeira do Brasil não dá ordens. Só resta um.;0
 Contudo, há várias pessoas adultas e idosas que precisam também ser estimuladas a fazer essa investigação. ;0
Fotografias em preto e branco têm um charme atemporal.;0
Eu sei que vários de vocês aqui são pais. Imaginem os seus filhos de 1, 2, 3 anos de idade, imaginem passando uma faca no pescoço da criança.;0
A Deputada Gonçalves não está fazendo o suficiente para melhorar o transporte público.;0
Adorei sua análise sobre o filme, muito perspicaz!;0
E o que o Ministro está tentando esconder agora?;0
Autores gays estão enriquecendo a literatura com suas perspectivas únicas.;0
É impressionante como eles acham que conseguem mudar a narrativa simplesmente repetindo uma mentira.;0
Não posso levar uma mulher a sério em uma posição de liderança.;1
Essa postagem sobre o feminismo no contexto político atual foi muito bem articulada.;0
Ou seja, você que é enfermeiro, tendo um coleguinha do lado que votou no Lula, mostre isso aqui para ele, esfregue na cara dele que ele foi papel higiênico de socialista.;1
Pessoas do Nordeste não têm educação formal.;1
"Além de ter feito tudo isso, ele deu duas declarações: ""Dinheiro não tenho, mas a polícia agora eu tenho; a Polícia Federal está a serviço da causa de Lula"".";0
Ela é muito jovem para ser levada a sério.;1
Deputado Ferreira, suas políticas não estão alinhadas com a necessidade de reforma tributária.;0
Vejam só, o cara investiu o seu dinheiro na Venezuela. Será que deu prejuízo?;0
A forma como você celebra seu progresso na academia é tão motivadora!;0
Esse tipo de discurso justifica o crime antes mesmo de acontecer, dando mais tranquilidade ao marginal.;1
"Eu virei para ela assim: ""Didi, sabe quanto custou uma diária do Presidente Lula lá em Londres?"" Algo em torno de 20 mil dólares, quase isso.";0
Eu sei que os juízes que estão querendo a minha cabeça não têm a liberdade de almoçar num restaurante.;0
O Lula foi condenado pelo tríplex do Guarujá, pelo sítio de Atibaia, por corrupção passiva, lavagem de dinheiro, obstrução da Justiça, organização criminosa, tráfico de influência.;0
E o Nikolas tem o direito dele de fazer isso, principalmente desta tribuna, onde a nossa já cambaleante imunidade parlamentar ao menos, quero crer, ainda se faz presente.;0
Decepcionado com o Deputado Farias por não apoiar as políticas de reforma educacional.;0
Sua transformação é o resultado do seu esforço e dedicação, parabéns!;0
 A tempestade afetou áreas em que três concessionárias de energia elétrica atuam. Em todas, milhares de cidadãos permaneceram por dias sem luz. O acontecimento, por maior que tenha sido a proporção, não é novidade e escancara a falta de estrutura de empresas responsáveis por gerir um serviço essencial. ;0
Caso vocês acreditem e tenham um pouquinho de esperança de que essas batidas em cima de mim vão me derrotar, vocês estão muito enganados!;0
Os idosos não entendem a tecnologia.;1
Os contos populares do Nordeste são ricos em mitos e lendas.;0
Essa declaração me parece um pouco extremista. Podemos discutir isso mais detalhadamente?;0
Meu Deus, precisamos ter um respiro neste plenário, porque ouvimos aqui cada absurdo...;0
Seu post sobre sustentabilidade e meio ambiente é muito pertinente, precisamos agir agora.;0
Ela é só uma menininha, o que sabe sobre política?;1
Sabe o que a Esquerda não te conta? Por trás dessa legalização, descriminalização, dessa medida, seja lá o que for, sabe o que há? Há o que, no direito, nós chamamos de abolitio criminis.;0
Sua pose é tão natural e descontraída, transmite tranquilidade.;0
Seus posts sobre políticas inclusivas são sempre informativos, aprendo muito com eles.;0
Essa foto tem uma composição maravilhosa, e você é o ponto focal perfeito.;0
Parece que estamos vendo essa situação de maneiras muito diferentes.;0
Você sempre tem insights únicos, adoro ler seus posts.;0
Essa foto mostra a sua habilidade de capturar e transmitir emoções genuínas.;0
Agora o Governo Lula envia notas e notas e notas em que pede a minha condenação criminal, para que eu vá preso!;0
" ""Ah, mas é o empregador quem paga!"" Mentira! Nunca é o empregador quem paga, tudo sai da conta do empregado, porque o cálculo é feito conforme a despesa. ";0
Além disso, há um paspalho, esse Ministro da Justiça, que, debochado, diz ser um dos Vingadores.;0
Homossexualidade é contra a natureza.;1
O Governo está correndo atrás de 160 bilhões de reais. Neste ano, isso já não vai chegar.;0
 Eu não poderia ocupar esta tribuna para fazer um pronunciamento que não fosse sobre o falecimento do Clezão. ;0
Você consegue capturar a beleza em sua simplicidade, isso é arte.;0
Ontem assisti a um documentário interessante sobre astronomia.;0
É importante destacar questões ignoradas, mas como equilibrar isso com a realidade econômica atual?;0
Isso é muito interessante, não sabia sobre esse fato!;0
Essa dica mudou meu dia, tão simples e tão eficaz!;0
Seu ponto de vista sobre políticas sociais é muito esclarecedor, obrigado por compartilhar.;0
Relacionamentos homossexuais não são amor verdadeiro.;1
você é um lixo;1
Você realmente entende a complexidade das questões socioeconômicas, seus comentários são valiosos.;0
" O Ministro dos Direitos Humanos segue uma abordagem semelhante, com uma nota do Ministério dos Direitos Humanos que não menciona o Hamas nem a palavra ""terrorismo"". ";0
Mas, contra o Vereador petista do Piauí que tentou esfaquear um radialista, aí, simplesmente, ele fica calado e nada faz.;1
Jovens são preguiçosos.;1
Eu, obviamente, não deixaria barato tudo isso. Portanto, apresentei uma representação para que o Ministro responda por improbidade administrativa.;0
Todos os crentes são extremistas.;1
Essa é uma bela perspectiva, realmente me fez pensar.;0
Sua energia na academia é contagiante, mantenha o bom trabalho!;0
Asexualidade é apenas falta de encontrar a pessoa certa.;1
O Nordeste tem uma natureza exuberante, desde o sertão até o litoral.;0
O sujeito nesta Casa falando que se cagou, debochando da mulher.;1
Então, meus parabéns, Ministro, por ter pedido demissão.;0
Você age de forma muito civilizada para alguém da sua raça.;1
Você está radiante! Exercícios realmente trazem um brilho especial.;0
Você prova que com dedicação e trabalho duro, podemos alcançar nossos objetivos de fitness.;0
Pessoas negras são naturalmente atléticas.;1
A literatura negra é tão rica e variada, sempre encontro algo novo para ler.;0
Deputada Pereira, falta ação em suas promessas de políticas de igualdade social.;0
Você é muito velho para aprender algo novo.;1
Apreciei sua análise sobre os impactos das políticas ambientais atuais.;0
Pessoas pobres são preguiçosas.;1
A postura do Deputado Almeida em relação à inovação tecnológica é desanimadora.;0
Não estou convencido pelas promessas do Deputado Ferreira, precisamos de ações concretas.;0
Muçulmanos são terroristas.;1
"Nesse tempo que me resta, Presidente, quase 3 minutos, eu queria falar aqui de outra pauta, uma pauta para o pessoal que gosta de fazer o ""L"".";0
Nordestinos são atrasados culturalmente.;1
Ela só conseguiu o trabalho por ser negra.;1
Filmes que retratam a realidade gay ajudam a aumentar a compreensão e empatia.;0
É isso que nós vamos exigir. Nossa diligência vai ocorrer na sexta-feira, em respeito à população trabalhadora das periferias de São Paulo.;0
"Deputado Coronel Chrisóstomo, Deputada Silvia Waiãpi, prezado Deputado Osmar Terra, eu recebi um vídeo aqui do Lula em que ele fala: ""Não é porque o Hamas cometeu um ato terrorista contra Israel que Israel tem que matar milhões de inocentes"".";0
Essa comida é nojenta, como tudo do nordeste;1
Cada estado do Nordeste tem suas tradições únicas e ricas.;0
 Dizendo isso, eu comemoro e celebro o avanço de um projeto importante. Nós precisamos nos colocar ao lado das pessoas. Esta Casa tem o dever de cuidar da vida dos mais vulneráveis, da vida dos mais necessitados, que são principalmente os mais atingidos por essas crises. ;0
É só parar para pensar: você não fica preocupado quando há um saidão na sua cidade, como o saidão de Natal, etc.?;0
 Boa noite, Sr. Presidente. Boa noite, senhoras e senhores. ;0
Ia vir aqui à Comissão de Segurança Pública e Combate ao Crime Organizado, mas apresentou um atestadinho médico, dizendo que não poderia vir. Teve piriri, Ministro?;0
 Uma jovem foi morta pela falta de estrutura e de preparo das nossas cidades para eventos dessa magnitude, para lidar com essa que é uma realidade no Brasil e no mundo. Nós estamos vendo as altas temperaturas. Nós estamos vendo as enchentes. Nós estamos vendo os rios secando. Nós estamos vendo as queimadas. Tudo isso vem resultando, cada vez mais, em desgraças, perdas, tragédias e mortes. As pessoas morrem vítimas da chuva. As pessoas morrem vítimas das altas temperaturas. Essa é uma realidade que já se impôs. ;0
Estive pensando em fazer uma trilha este fim de semana, você gostaria de vir?;0
A falta de transparência do Deputado Santos em relação às despesas é preocupante.;0
Incrível postagem, muito informativa. Obrigado por compartilhar!;0
Deputado Carvalho, suas recentes decisões mostram desconexão com a realidade da população.;0
 O projeto, então, busca resgatar um processo de sensibilização para que as pessoas, a partir, obviamente, das condições que estão postas no seu dia a dia, também possam fazer a investigação sobre o Transtorno do Espectro Autista — TEA e ter o diagnóstico. ;0
Essa é uma doença mental, não uma identidade.;1
Penso em começar um projeto de jardinagem, acho que vai alegrar meu quintal.;0
 Na semana passada, o Governo publica uma portaria proibindo até o calibre 22, o ínfimo calibre 22. Estamos às margens do desarmamento absoluto da população. ;0
Admiro sua dedicação à academia, é inspirador ver seu progresso!;0
Essa foto é um ótimo exemplo do seu bom gosto e senso de estilo.;0
Nordestinos são sempre tão barulhentos.;1
